"Status","Comment"
"Not SATD","reporting_requiement table"
"Not SATD","payment table"
"Not SATD","reporting_requiement table"
"Not SATD","payment table"
"Not SATD","SETUP"
"Not SATD","some of these fields are unnecessary eg. emission_intensity and milestone"
"Not SATD","SETUP END"
"Not SATD","The next two tests confirm that the correct values were added to their corresponding tables (reporting_requirement & payment)after performing the commit, when the form_change operation is ""create"""
"Not SATD","The next two tests confirm that the correct values were added to their two corresponding tables (reporting_requirement & payment)after performing the commit, when the form_change operation is ""update"""
"Not SATD","Test Setup --"
"Not SATD","first project with no data - and no expenses"
"Not SATD","second project with all the data - and expenses"
"Not SATD","An existing reporting requirement, different from a milestone"
"Not SATD","We can't use the cif.create_project_revision() function since it is already updated with the new milestone schema, so we create the form_changes manually."
"Not SATD","End Test Setup --"
"Not SATD","it transforms the existing form_change for the reporting_requirement into the new format"
"Not SATD","it doesn't touch the form changes not in a revision"
"Not SATD","it doesn't touch the reporting requirement form changes that are not for the General, Advanced or Reporting milestones."
"Not SATD"," A separate form change without a revision that should be left untouched even if it makes little sense, context-wise"
"Not SATD"," At this point, we have 3 revisions: One committed (id=1) and one pending (id=3) for the project_id=1 with the milestone form_change ids being 3 and 12 One pending (id=2) for the project_id=2 with the milestone form_change id being 6"
"Not SATD"," it takes the milestone data from existing revisions and puts them into the new json schema for committed form changes for pending form changes"
"Not SATD"," It is idempotent We re-run the first 3 tests to make sure nothing has changed"
"Not SATD","reset time to now();"
"Not SATD","restart the id sequences"
"Not SATD","fill the forms and commit the current project revision"
"Not SATD","A deleted revision is not returned"
"Not SATD","it inserts a new record"
"Not SATD","it returns the newly inserted record"
"Not SATD","it inserts a new record"
"Not SATD","it returns the newly inserted record with the"
"Not SATD","Test Setup"
"Not SATD","it inserts a new record"
"Not SATD","it returns two form_change records, one for each of the reporting_requirement and emission_intensity_report tables."
"Not SATD","Commit the form_change records to populate the related tables with data"
"Not SATD","setting a form change record"
"Not SATD","make sure the function exists"
"Not SATD","Calls the proper function set in the form table"
"Not SATD","SETUP"
"Not SATD","Returns the committed form_change record"
"Not SATD","SETUP"
"Not SATD","END SETUP"
"Not SATD","make sure the function exists"
"Not SATD","make sure project_revision has a null project id"
"Not SATD","call the mutation that sets values"
"Not SATD","make sure project_revision has a project id equal to the one that was in the form"
"Not SATD","make sure project_contact has a project id equal to the one that was in the form"
"Not SATD","Delete the project form_change to create a broken foreign key constraint"
"Not SATD","Check revision_status is correctly applied"
"Not SATD"," propagates the status change to all form changes no matter what make sure project_revision and form changes are created with change status 'pending'"
"Not SATD","BEGIN SETUP"
"Not SATD","END SETUP"
"Not SATD","Create a second set of records to check our deferred constraints"
"Not SATD","create an update for our comitted project, but don't commit it yet"
"Not SATD","restart the id sequences"
"Not SATD","restart the id sequences"
"Not SATD","creating a second project to test the sequences"
"Not SATD"," This test calls the create_project(funding_stream_rpf_id integer) function, effects will be tested in the following tests"
"Not SATD","restart the id sequences"
"Not SATD","adding additional funding sources"
"Not SATD","to discard a form change with update operation"
"Not SATD","SETUP"
"Not SATD","END SETUP"
"Not SATD","Test Setup"
"Not SATD","TEST SETUP"
"Not SATD","Returns the updated form_change record"
"Not SATD","Sets the change_status to 'staged'"
"Not SATD","It only updates the new_form_data, validation_errors and operation fields"
"Not SATD","previous form change"
"Not SATD","we are calling the function once with an array of form_change_ids"
"Not SATD","TEST SETUP"
"Not SATD","END SETUP"
"Not SATD","It returns the updated record"
"Not SATD","It sets the change_status to pending every time"
"Not SATD","It only updates the new_form_data, validation_errors and operation fields"
"Not SATD","It returns the updated record with the proper calculated value for gross amount"
"Not SATD","It returns the updated record with the proper calculated value for gross amount"
"Not SATD","It returns the updated record with the proper calculated value for holdback amount"
"Not SATD","It returns the updated record with the proper adjusted value for gross amount"
"Not SATD","It returns the updated record with the proper calculated value for net amount when gross amount is adjusted"
"Not SATD","It returns the updated record with the proper calculated value for holdback amount when gross amount is adjusted"
"Not SATD","It properly updates form data other than calculated values"
"Not SATD","It makes the total eligible expenses null when report type is not general milestone"
"Not SATD","It populates the total eligible expenses with the correct value when report type is general milestone"
"Not SATD","It updates the total eligible expenses with the correct value when updating the total eligible expenses field"
"Not SATD","SETUP"
"Not SATD","END SETUP"
"Not SATD","Returns the user that was created"
"Not SATD","Adds a user if the email doesn't exist in the system"
"Not SATD","Updates the sub if the email already exists and we allow the sub update, and disallows sub update from then on"
"Not SATD","Throws if we try to change the sub on a user that doesn't have the flag set"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"SATD","TODO add testing for attachment table"
"Not SATD","Row level security tests --"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Try to update user data where session_sub does not match"
"Not SATD","cif_external"
"Not SATD","Try to update user data where session_sub does not match"
"Not SATD","cif_guest"
"Not SATD","Row level security tests --"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Trigger tests --"
"Not SATD","Row level security tests --"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Row level security tests --"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","test EP and IA statuses"
"Not SATD","test EP only statuses"
"Not SATD","test IA only statuses"
"Not SATD","Test setup"
"Not SATD","need to truncate the table before testing insert/update stuff"
"Not SATD","cif_admin"
"Not SATD","to check unique constraint"
"Not SATD","cif_internal"
"Not SATD","Row level security tests --"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Row level security tests --"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Row level security tests --"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Row level security tests --"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Row level security tests --"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Test setup --"
"Not SATD","disable blocking triggers"
"Not SATD","set different statuses for testing"
"Not SATD","set database to pre-migration state"
"Not SATD","perform migration"
"Not SATD","END SETUP"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Test setup --"
"Not SATD","Trigger tests --"
"Not SATD","test project_revision_001_add_revision_type"
"Not SATD","use the contents of the revert file to set the database to a state where revision_type isn't required"
"Not SATD","deploy the project_revision_001_add_revision_type migration"
"Not SATD","Test Setup"
"Not SATD","Row level security tests --"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","11 project types + project type added in earlier test = 12"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","5 because 'Approved' was removed"
"Not SATD","Test setup"
"Not SATD","set jwt.claims.sub to '11111111-1111-1111-1111-111111111111';"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Test setup"
"Not SATD","cif_admin"
"Not SATD","cif_internal"
"Not SATD","Testing table with a archived_at column"
"Not SATD","make sure the function exists"
"Not SATD","create an inital form_change record"
"Not SATD","Commit the initial form_change"
"Not SATD","Create a set of pending form_change records"
"Not SATD","Commit the pending form_change records"
"Not SATD","Create a set of form_change records for a new revision"
"Not SATD","TEST SETUP"
"Not SATD","END SETUP"
"Not SATD","attemp to update the user_id to a different user"
"Not SATD","Init test"
"Not SATD","Sets created_at/by on insert when all columns exist"
"Not SATD","Sets updated_at/by on update when all columns exist"
"Not SATD","Sets archived_by on update when archived_at is changed"
"Not SATD","Trigger does not error on insert when no created_at/by columns exist"
"Not SATD","Trigger does not error on update when no updated_at/by columns exist"
"Not SATD","Daylight savings in 2021 was Mar 14 - Nov 7"
"Not SATD","test 1"
"Not SATD","test 2"
"Not SATD","test 3"
"Not SATD","test 4"
"Not SATD","test 5"
"Not SATD","test 6"
"Not SATD","Test setup"
"Not SATD","Manually update data & run the import function again"
"Not SATD","updating the foreign data, renaming an operator"
"Not SATD","For this test, some setup was done in schema/data/test_setup/external_database_setup.sqlThe data inserted in this file looks like this:insert into swrs.report(id, swrs_organisation_id, reporting_period_duration)values(1, 1, 2019),(2, 1, 2020),(3, 2, 2020),(4, 3, 2020);insert into swrs.organisation(id, report_id, swrs_organisation_id, business_legal_name, english_trade_name)values(1, 1, 1, '2019 legal name 1', '2019 legal name 1'),(2, 2, 1, '2020 legal name 1', '2020 trade name 1'),(3, 3, 2, '2020 legal name 2', '2020 trade name 2'),(4, 4, 3, '2020 legal name 3', '2020 trade name 3');"
"Not SATD","Test setup"
"Not SATD","created_*, updated_*, deleted_* columns exist"
"Not SATD","*_by columns are foreign keys"
"Not SATD","Indices exist"
"Not SATD","triggers are added"
"Not SATD","Passes when should pass"
"Not SATD","Throws when should throw"
"Not SATD","Passes when should pass"
"Not SATD","Throws when should throw"
"Not SATD","Passes when should pass"
"Not SATD","Throws when should throw"
"Not SATD","Verify cif:create_roles on pg"
"Not SATD","Verify cif:computed_columns/contact_full_name on pg"
"Not SATD","Verify cif:computed_columns/contact_full_name on pg"
"Not SATD","Verify cif:computed_columns/contact_full_name on pg"
"Not SATD","Verify cif:computed_columns/contact_full_name on pg"
"Not SATD","Verify cif:computed_columns/contact_full_phone on pg"
"Not SATD","Verify cif:computed_columns/contact_pending_form_change on pg"
"Not SATD","Verify cif:computed_columns/contact_pending_form_change_001_drop_before_cif_user_update on pg"
"Not SATD","Verify cif:computed_columns/contact_pending_form_change_002_create_after_cif_user_update on pg"
"Not SATD","Verify cif:emission_intensity_report_calculated_ei_performance on pg"
"Not SATD","Verify cif:emission_intensity_report_calculated_ei_performance on pg"
"Not SATD","Verify cif:emission_intensity_report_calculated_ei_performance on pg"
"Not SATD","Verify cif:computed_columns/form_change_as_emission_intensity_report on pg"
"Not SATD","Verify cif:computed_columns/form_change_as_emission_intensity_report on pg"
"Not SATD","Verify cif:computed_columns/form_change_as_project on pg"
"Not SATD","Verify cif:computed_columns/form_change_as_project on pg"
"Not SATD","Verify cif:computed_columns/form_change_as_project on pg"
"Not SATD","Verify cif:computed_columns/form_change_as_project_contact on pg"
"Not SATD","Verify cif:computed_columns/form_change_as_project_manager on pg"
"Not SATD","Verify cif:computed_columns/form_change_as_reporting_requirement on pg"
"Not SATD","Verify cif:computed_columns/form_change_calculated_ei_performance on pg"
"Not SATD","Verify cif:computed_columns/form_change_calculated_gross_amount_this_milestone on pg"
"Not SATD","Verify cif:computed_columns/form_change_calculated_holdback_amount_this_milestone on pg"
"Not SATD","Verify cif:computed_columns/form_change_calculated_net_amount_this_milestone on pg"
"Not SATD","Verify cif:computed_columns/form_change_calculated_total_payment_amount_to_date on pg"
"Not SATD","Verify cif:computed_columns/form_change_eligible_expenses_to_date on pg"
"Not SATD","Verify cif:computed_columns/form_change_gross_payments_to_date on pg"
"Not SATD","Verify cif:computed_columns/form_change_holdback_amount_to_date on pg"
"Not SATD","Verify cif:form_change_is_pristine on pg"
"Not SATD","Verify cif:computed_columns/form_change_is_unique_value on pg"
"Not SATD","Verify cif:computed_columns/form_change_net_payments_to_date on pg"
"Not SATD","Verify cif:functions/form_change_parent_form_change_from_revision on pg"
"Not SATD","Verify cif:computed_column/form_change_payment_percentage on pg"
"Not SATD","Verify cif:computed_column/form_change_payment_percentage on pg"
"Not SATD","Verify cif:computed_columns/form_change_reporting_requirement_status on pg"
"Not SATD","Verify cif:computed_columns/operator_pending_form_change on pg"
"Not SATD","Verify cif:computed_columns/operator_pending_form_change_001_drop_before_cif_user_update on pg"
"Not SATD","Verify cif:computed_columns/operator_pending_form_change_002_create_after_cif_user_update on pg"
"Not SATD","Verify cif:computed_columns/project_latest_committed_project_revision on pg"
"Not SATD","Verify cif:computed_columns/project_next_milestone_due_date on pg"
"Not SATD","Verify cif:computed_columns/project_pending_project_revision on pg"
"Not SATD","Verify cif:computed_columns/project_primary_managers on pg"
"Not SATD","Verify cif:computed_columns/project_revision_anticipated_funding_amount_per_fiscal_year on pg"
"Not SATD","Verify cif:computed_columns/project_revision_effective_date on pg"
"Not SATD","Verify cif:computed_columns/project_revision_form_changes_for on pg"
"Not SATD","Verify cif:computed_columns/project_revision_gross_payment_amount on pg"
"Not SATD","Verify cif:computed_columns/project_revision_milestone_report_statuses on pg"
"Not SATD","Verify cif:computed_columns/project_revision_milestone_report_statuses on pg"
"Not SATD","Verify cif:computed_columns/project_revision_milestone_report_statuses on pg"
"Not SATD","Verify cif:computed_columns/project_revision_net_payment_amount on pg"
"Not SATD","Verify cif:computed_columns/project_revision_project_form_change.sql on pg"
"Not SATD","Verify cif:computed_columns/project_revision_project_manager_form_changes_by_label on pg"
"Not SATD","Verify cif:computed_columns/project_revision_project_manager_form_changes_by_label on pg"
"Not SATD","Verify cif:computed_columns/project_revision_rank on pg"
"Not SATD","Verify cif:computed_columns/project_revision_tasklist_status_for on pg"
"Not SATD","Verify cif:computed_columns/project_revision_tasklist_status_for on pg"
"Not SATD","Verify cif:computed_columns/project_revision_teimp_payment_amount on pg"
"Not SATD","Verify cif:computed_columns/project_revision_teimp_payment_percentage on pg"
"Not SATD","Verify cif:computed_columns/project_revision_teimp_payment_percentage on pg"
"Not SATD","Verify cif:computed_columns/project_revision_total_project_value on pg"
"Not SATD","Verify cif:computed_columns/project_revision_type_row_number on pg"
"Not SATD","Verify cif:computed_columns/project_revision_upcoming_reporting_requirement_form_change on pg"
"Not SATD","Verify cif:computed_columns/project_revision_upcoming_reporting_requirement_form_change on pg"
"Not SATD","Verify cif:computed_columns/reporting_requirement_has_expenses on pg"
"Not SATD","Verify cif:data/002_insert_json_schema_form_data_remove_default_from_annual_report_schema on pg"
"Not SATD","Verify cif:data/005_insert_json_schema_form_data_remove_undefined_from_project_contact_schema on pg"
"Not SATD","Verify cif:data/006_json_schema_project_manager_form_remove_default on pg"
"Not SATD","Verify cif:migrations/insert_json_schema_form_data on pg"
"Not SATD","Verify cif:data/insert_json_schema_form_data_project_summary on pg"
"Not SATD","Verify cif:data/insert_json_schema_form_data_separate_EP_and_IA_funding_schemas on pg"
"Not SATD","Verify cif:data/insert_json_schema_form_data_update_milestone_form_field_titles on pg"
"Not SATD","Verify cif:data/insert_json_schema_form_dependency_update_milestone_form_total_eligible_expenses on pg"
"Not SATD","Verify cif:functions/funding_form_changes_to_separate_schemas on pg"
"Not SATD","Verify cif:functions/handle_default_form_change_commit on pg"
"Not SATD","Verify cif:functions/handle_default_form_change_commit on pg"
"Not SATD","Verify cif:functions/handle_milestone_form_change_commit on pg"
"Not SATD","Verify cif:functions/handle_project_summary_report_form_change_commit on pg"
"Not SATD","Verify cif:functions/migration_milestone_form_changes_to_single_form_change on pg"
"Not SATD","Verify cif:functions/pending_new_form_change_for_table on pg"
"Not SATD","Verify cif:functions/pending_new_form_change_for_table_001_drop_before_cif_user_update on pg"
"Not SATD","Verify cif:functions/pending_new_form_change_for_table_002_create_after_cif_user_update on pg"
"Not SATD","Verify cif:functions/pending_new_project_revision on pg"
"Not SATD","Verify cif:functions/pending_new_project_revision_001_drop_before_cif_user_update on pg"
"Not SATD","Verify cif:functions/pending_new_project_revision_002_create_after_cif_user_update on pg"
"Not SATD","Verify cif:functions/session on pg"
"Not SATD","Verify cif:functions/session_001_drop_function_before_table_update on pg"
"Not SATD","Verify cif:functions/session_002_create_function_after_table_update on pg"
"Not SATD","Verify cif:migrations/001_milestone_form_changes_to_single_form_change on pg"
"Not SATD","If the migration has been applied, there are no form_changes for milestone_report or payment tables that are not archived."
"Not SATD","Verify cif:migrations/002_separate_funding_schemas_for_EP_and_IA on pg"
"Not SATD","Verify cif:mutations/add_additional_funding_source_to_revision on pg"
"Not SATD","Verify cif:mutations/add_contact_to_revision on pg"
"Not SATD","Verify cif:mutations/add_emission_intensity_report_to_revision on pg"
"Not SATD","Verify cif:mutations/add_emission_intensity_report_to_revision on pg"
"Not SATD","Verify cif:mutations/add_milestone_to_revision on pg"
"Not SATD","Verify cif:mutations/add_milestone_to_revision on pg"
"Not SATD","Verify cif:mutations/commit_form_change on pg"
"Not SATD","Verify cif:mutations/commit_form_change on pg"
"Not SATD","Verify cif:mutations/commit_form_change on pg"
"Not SATD","Verify cif:mutations/commit_project_revision on pg"
"Not SATD","Verify cif:mutations/commit_project_revision on pg"
"Not SATD","Verify cif:mutations/create_form_change on pg"
"Not SATD","Verify cif:mutations/create_project on pg"
"Not SATD","Verify cif:mutations/create_project on pg"
"Not SATD","Verify cif:mutations/create_project_revision on pg"
"Not SATD","Verify cif:mutations/create_project_revision on pg"
"Not SATD","Verify cif:mutations/create_project_revision on pg"
"Not SATD","Verify cif:mutations/create_project_revision on pg"
"Not SATD","Verify cif:mutations/create_project_revision on pg"
"Not SATD","Verify cif:mutations/create_project_revision on pg"
"Not SATD","Verify cif:mutations/create_project_revision on pg"
"Not SATD","Verify cif:mutations/create_project_revision on pg"
"Not SATD","Verify ggircs-app:mutations/create_user_from_session on pg"
"Not SATD","Verify cif:mutations/create_user_from_session_001_drop_before_cif_user_update on pg"
"Not SATD","Verify cif:mutations/create_user_from_session_002_create_after_cif_user_update on pg"
"Not SATD","Verify cif:mutations/delete_project_revision on pg"
"Not SATD","Verify cif:mutations/delete_project_revision on pg"
"Not SATD","Verify cif:mutations/discard_additional_funding_source_form_change on pg"
"Not SATD","Verify cif:mutations/discard_emission_intensity_report on pg"
"Not SATD","Verify cif:mutations/discard_funding_parameter_form_change on pg"
"Not SATD","Verify cif:mutations/discard_funding_parameter_form_change on pg"
"Not SATD","Verify cif:mutations/discard_milestone_form_change on pg"
"Not SATD","Verify cif:mutations/discard_milestone_form_change on pg"
"Not SATD","Verify cif:mutations/generate_annual_reports on pg"
"Not SATD","Verify cif:mutations/generate_quarterly_reports on pg"
"Not SATD","Verify cif:mutations/generate_reports on pg"
"Not SATD","Verify cif:mutations/generate_reports on pg"
"Not SATD","Verify cif:mutations/stage_dirty_form_changes on pg"
"Not SATD","Verify cif:mutations/stage_form_change on pg"
"Not SATD","Verify cif:mutations/undo_form_changes on pg"
"Not SATD","Verify cif:mutations/undo_form_changes on pg"
"Not SATD","Verify cif:mutations/undo_form_changes on pg"
"Not SATD","Verify cif:mutations/update_form_change on pg"
"Not SATD","Verify cif:mutations/update_milestone_form_change on pg"
"Not SATD","Verify cif:mutations/update_milestone_form_change on pg"
"Not SATD","Verify cif:mutations/update_or_create_user_from_session on pg"
"Not SATD","Verify cif:mutations/update_or_create_user_from_session on pg"
"Not SATD","Verify cif:schema/cif on pg"
"Not SATD","Verify cif:schema/cif_private on pg"
"Not SATD","Verify cif:tables/additional_funding_source on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/additional_funding_source_status on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/amendment_status on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/amendment_type on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/attachment on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/change_status on pg"
"Not SATD","Verify cif:tables/cif_user on pg"
"Not SATD","cif_admin Grants"
"Not SATD","cif_admin Grants"
"Not SATD","cif_admin Grants"
"Not SATD","cif_guest grant"
"Not SATD","Verify cif:tables/cif_user_001_drop_policies on pg"
"Not SATD","Verify cif:tables/cif_user_002_uuid_to_session_sub on pg"
"Not SATD","Verify cif:tables/cif_user_003_create_policies on pg"
"Not SATD","Verify cif:tables/cif_user_004_allow_sub_update_flag on pg"
"Not SATD","Verify cif:tables/connect_session on pg"
"Not SATD","Verify cif:tables/contact on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/emission_intensity_payment_percent on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/emission_intensity_report on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/emission_intensity_report_001 on pg"
"Not SATD","Verify cif:tables/form on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/form on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/audit on pg"
"Not SATD","Verify cif:tables/form_change_001 on pg"
"Not SATD","Verify cif:tables/full_backup_log on pg"
"Not SATD","Verify cif:tables/funding_parameter on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/funding_parameter_001 on pg"
"Not SATD","Verify cif:tables/funding_parameter_002_add_auto_generating_report_date_columns on pg"
"Not SATD","Verify cif:tables/funding_parameter_003_drop_total_project_value_column on pg"
"Not SATD","Verify cif:tables/funding_stream on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/funding_stream_project_status on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/funding_stream_rfp on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/funding_stream_rfp_project_status_project_status on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/funding_stream_rfp_project_status_001_drop_table on pg"
"Not SATD","Verify cif:tables/milestone_report on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/operator on pg"
"Not SATD","Verify cif:tables/payment_001 on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/project on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/project_001 on pg"
"Not SATD","Verify cif:tables/project_002_add_contract_number on pg"
"Not SATD","Verify cif:tables/project_003_add_immutable_funding_stream_trigger on pg"
"Not SATD","Verify cif:tables/project_contact on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/project_manager on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/project_manager_label on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/project_revision on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/project_revision_001_add_amendment_columns on pg"
"Not SATD","Verify cif:tables/project_revision_amendment_type_001_add_delete_permissions on pg"
"Not SATD","Verify cif:tables/project_revision_003_set_amendment_statuses on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/project_revision_004_add_pending_actions_from on pg"
"Not SATD","Verify cif:tables/project_revision_amendment_type on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/project_status on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/project_status_001_update_harcoded_values on pg"
"Not SATD","check all new values are present"
"Not SATD","check all old values are gone"
"Not SATD","Verify cif:tables/project_type on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/reporting_requirement on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/report_type on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/report_type_002 on pg"
"Not SATD","Verify cif:tables/report_type_003 on pg"
"Not SATD","Verify cif:tables/revision_status on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/revision_type on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:tables/sector on pg"
"Not SATD","cif_internal Grants"
"Not SATD","cif_admin Grants"
"Not SATD","Verify cif:trigger_functions/archived_records_are_immutable on pg"
"Not SATD","Verify cif:trigger_functions/cif_user_session_sub_immutable_with_flag on pg"
"Not SATD","Verify cif:trigger_functions/committed_changes_are_immutable on pg"
"Not SATD","Verify cif:trigger_functions/commit_form_changes on pg"
"Not SATD","Verify cif:trigger_functions/commit_form_changes on pg"
"Not SATD","Verify cif:trigger_functions/commit_project_revision on pg"
"Not SATD","Verify cif:trigger_functions/commit_project_revision on pg"
"Not SATD","Verify cif:trigger_functions/funding_stream_is_immutable on pg"
"Not SATD","Verify cif:trigger_functions/operator_swrs_organisation_is_immutable on pg"
"Not SATD","Verify cif:trigger_functions/set_previous_form_change_id on pg"
"Not SATD","Verify cif:function_set_user_id on pg"
"Not SATD","Verify cif:trigger_functions/set_user_id_001_drop_before_cif_user_update on pg"
"Not SATD","Verify cif:trigger_functions/set_user_id_002_create_after_cif_user_update on pg"
"Not SATD","Verify cif:function_update_timestamps on pg"
"Not SATD","Verify cif:trigger_functions/update_timestamps_001_uuid_to_session_sub on pg"
"Not SATD","Verify cif:types/form_change_operation on pg"
"Not SATD","Verify cif:type_keycloak_jwt on pg"
"Not SATD","Verify cif:type_keycloak_jwt on pg"
"Not SATD","Verify cif:types/manager_form_changes_by_label_composite_return on pg"
"Not SATD","Verify cif:types/milestone_report_status_return on pg"
"Not SATD","Verify cif:types/sum_by_fiscal_year on pg"
"Not SATD","Verify cif:util_functions/camel_to_snake_case on pg"
"Not SATD","Verify cif:util_functions/get_fiscal_year_from_timestamp on pg"
"Not SATD","Verify cif:util_functions/get_form_status on pg"
"Not SATD","Verify cif:util_functions/get_form_status on pg"
"Not SATD","Verify cif:util_functions/get_form_status_001 on pg"
"Not SATD","Verify cif:util_functions/get_form_status_001 on pg"
"Not SATD","Verify cif:database_functions/grant_permissions on pg"
"Not SATD","Verify cif:util_functions/import_swrs_operators on pg"
"Not SATD","Verify cif:util_functions/import_swrs_operators_from_fdw on pg"
"Not SATD","Verify cif:util_functions/import_swrs_operators_from_fdw on pg"
"Not SATD","Verify cif:database_functions/read_only_user_policies on pg"
"Not SATD","Verify cif:database_functions/upsert_policy on pg"
"Not SATD","Verify cif:database_functions/upsert_timestamp_columns on pg"
"Not SATD","Verify cif:util_functions/verify_function_not_present on pg"
"Not SATD","Verify cif:util_functions/verify_function_not_present on pg"
"Not SATD","Verify cif:database_functions/verify_grants on pg"
"Not SATD","Verify cif:database_functions/verify_policy on pg"
"Not SATD","Verify cif:database_functions/verify_policy_not_present on pg"
"Not SATD","Verify cif:database_functions/verify_type_not_present on pg"
